d:\Training\R\diabetes.csvUnnamed: 0.1,Unnamed: 0,income_normalized,credit_normalized,approval
97,97,0.4275410183585496,0.6345824175503036,1
98,98,0.0254191267440951,0.7979141596158942,1
99,99,0.1078914269933044,0.3959704726624549,1
100,100,0.0314291856867342,0.9150900684070432,1
101,101,0.6364104112637805,0.5330288672461401,1
102,102,0.3143559810763267,0.157954822835348,0
103,103,0.5085706911647028,0.6958991181688025,1
104,104,0.907566473926093,0.7932613504382545,1
105,105,0.2492922291488749,0.3167616770675266,0
106,106,0.4103829230356297,0.857179256998753,0
107,107,0.7555511385430487,0.9061432547657664,1
108,108,0.2287981654916224,0.2769044873778089,0
109,109,0.0769799098287929,0.983521472715222,1
110,110,0.2897514529137679,0.1407115280487584,0
111,111,0.1612212872540044,0.20201566840249,0
112,112,0.9296976523425732,0.1842248392380261,1
113,113,0.808120379564417,0.8939897100078703,1
114,114,0.6334037565104235,0.6542925523249619,1
115,115,0.8714605901877177,0.1521042832222728,1
116,116,0.8036720768991145,0.4403234183683489,0
117,117,0.1865700588860358,0.6152980250698019,1
118,118,0.8925589984899778,0.0834640849893833,1
119,119,0.5393422419156507,0.8824163684073387,1
120,120,0.8074401551640625,0.8036035354415352,1
121,121,0.8960912999234932,0.5052067735766381,1
122,122,0.3180034749718638,0.9671266152591704,1
123,123,0.1100519245276767,0.4177609792750997,0
124,124,0.2279351625419416,0.9841103190364978,1
125,125,0.4271077886262563,0.6679199988036271,1
126,126,0.8180147659224932,0.6346712732539416,1
127,127,0.8607305832563433,0.165954895295785,0
128,128,0.0069521305311906,0.8819277583046439,1
129,129,0.5107473025775657,0.4274896879206151,1
130,130,0.417411003148779,0.1622334057824793,0
131,131,0.2221078104707302,0.012607519975759,0
132,132,0.1198653673336828,0.5597556836383826,0
133,133,0.337615171403628,0.5273996221226763,0
134,134,0.9429097039125192,0.7193536223691585,1
135,135,0.3232029320207552,0.8902580530178021,1
136,136,0.5187906217433661,0.0794065846430295,0
137,137,0.7030189588951778,0.7314964903403622,1
138,138,0.363629602379294,0.1874119440975821,0
139,139,0.9717820827209608,0.8581770531571639,1
140,140,0.9624472949421112,0.8190635138616562,1
141,141,0.2517822958253641,0.5407937549855445,1
142,142,0.4972485058923854,0.7102427986233116,1
143,143,0.3008783098167696,0.3143501131837483,0
144,144,0.2848404943774675,0.4711678989328146,0
145,145,0.0368869473545328,0.8216368977104718,0
146,146,0.6095643339798968,0.4592651971732138,1
147,147,0.5026790232288615,0.3577982653254418,1
148,148,0.0514787512499893,0.4942124472502998,0
149,149,0.2786464642366115,0.8282492524372184,0
150,150,0.9082658859666536,0.3352080473708727,1
151,151,0.2395618906669724,0.1737615931357438,1
152,152,0.144894872091223,0.7120140203307808,0
153,153,0.489452760277563,0.8259782127080817,1
154,154,0.9856504541106006,0.1006374785235333,1
155,155,0.2420552715115004,0.2398741127559446,1
156,156,0.6721355474058784,0.1419719897609938,0
157,157,0.7616196153287176,0.3479414115821667,0
158,158,0.2376375439923996,0.4503509789054126,0
159,159,0.7282163486118597,0.7488263369633065,1
160,160,0.3677831327192532,0.6511475848816741,1
161,161,0.6323058305935795,0.6209285674784311,1
162,162,0.6335297107608947,0.3523749466096544,1
163,163,0.5357746840747585,0.8414475530847599,1
164,164,0.0902897700544082,0.4712871673981645,0
165,165,0.835302495589238,0.9791049380151544,1
166,166,0.3207800649717358,0.634142138295737,1
167,167,0.1865185103998542,0.1262647415645027,1
168,168,0.0407751415547639,0.676177562075434,1
169,169,0.5908929431882418,0.3251040154316989,1
170,170,0.6775643618422824,0.6863271966860975,1
171,171,0.0165878289278561,0.0696411481624057,0
172,172,0.512093058299281,0.1748814371759594,0
173,173,0.2264957751979379,0.8557372589057864,1
174,174,0.64517279040945,0.2271795570235149,0
175,175,0.1743664290049914,0.8370411252429399,0
176,176,0.690937738102466,0.2792760884544104,0
177,177,0.3867353463005374,0.6428819100587077,0
178,178,0.9367299887367344,0.694150573509831,1
179,179,0.1375209441459932,0.5126547531450528,1
180,180,0.3410663510502585,0.3053106766967313,0
181,181,0.113473521240589,0.2126443763710961,0
182,182,0.9246936182785628,0.0331893545624262,0
183,183,0.877339353380981,0.3039464012407238,1
184,184,0.2579416277151556,0.653162790531283,1
185,185,0.659984046034179,0.9383048184484828,1
186,186,0.8172222002012158,0.871204482263052,1
187,187,0.5552008115994623,0.7660647765353026,1
188,188,0.5296505783560065,0.7884473432532987,1
189,189,0.2418522909004516,0.6649849034759953,0
190,190,0.0931027678058992,0.260286857566003,0
191,191,0.8972157579533268,0.90719503070583,1
192,192,0.9004180571633303,0.6707323119058339,1
193,193,0.6331014572732679,0.56044063098044,1
194,194,0.3390297910487007,0.1109894692134811,0
195,195,0.3492095746126609,0.4470555438064255,1
196,196,0.7259556788702394,0.4603582712019263,1
197,197,0.8971102599525771,0.8645636095226701,1
198,198,0.8870864242651173,0.5466482201877886,1
199,199,0.779875545857624,0.3804005489704096,1
200,200,0.6420316461542876,0.9768003285106592,1
201,201,0.0841399649950488,0.1107205933263156,0
202,202,0.1616287140946137,0.4225484283119445,1
203,203,0.8985541885270792,0.0420246751714052,0
204,204,0.6064290596595899,0.7399041207669304,1
205,205,0.0091970516166296,0.9180765521991506,1
206,206,0.101471542866032,0.2800373295504894,0
207,207,0.6635017691080559,0.8583416767991209,1
208,208,0.0050615838462186,0.2922182304618977,1
209,209,0.1608080514174986,0.9107701616439152,1
210,210,0.5487337893665861,0.7539619035967838,1
211,211,0.6918951976926933,0.8049067768414385,1
212,212,0.6519612595026006,0.0180065556004544,0
213,213,0.2242693094605597,0.962810357074026,1
214,214,0.7121792213475358,0.7266709920703232,1
215,215,0.2372490874968,0.3047510953861333,0
216,216,0.3253996981592677,0.829394664858847,1
217,217,0.7464914051180241,0.2815211984149299,1
218,218,0.6496328990472148,0.872753839566128,1
219,219,0.8492234104941778,0.112580390411937,1
220,220,0.6576128923003434,0.7036859774607958,1
221,221,0.5683086033354716,0.5406984766449103,1
222,222,0.0936747678280924,0.0965344701954407,0
223,223,0.3677158030594335,0.241893828258839,0
224,224,0.2652023676817254,0.0124040362773148,0
225,225,0.2439896433790835,0.468767965464506,0
226,226,0.9730105547524456,0.3012652607600004,1
227,227,0.3930977246667604,0.5983574842977588,0
228,228,0.8920465551771133,0.2972378077086172,1
229,229,0.6311386259972629,0.2999191115069847,1
230,230,0.7948113035416484,0.7431931987316034,1
231,231,0.5026370931051921,0.0481428359783534,0
232,232,0.5769038846263591,0.9028949951919872,1
233,233,0.4925176938188639,0.8522638743911813,0
234,234,0.1952429877980445,0.6678046832264065,1
235,235,0.7224521152615052,0.5932215701073842,1
236,236,0.2807723624408558,0.8923024981396522,1
237,237,0.0243159664314538,0.1853301795287144,0
238,238,0.6454722959071679,0.0789691621908285,0
239,239,0.1771106794070489,0.239510169909538,0
240,240,0.9404585843529144,0.7945782787001903,1
241,241,0.9539285770025874,0.0346702667264833,1
242,242,0.9148643902204484,0.5828068350834895,1
243,243,0.3701587002554444,0.9954375161913098,1
244,244,0.0154566165288674,0.8556960938375393,1
245,245,0.9283185625877254,0.5214456890435895,0
246,246,0.4281841483173143,0.0636409092866423,0
247,247,0.9666548190436696,0.8313735143857097,1
248,248,0.9636199770892528,0.5989785081772107,1
249,249,0.8530094554673601,0.1149329970595668,0
250,250,0.2944488920695856,0.0938572848233562,0
251,251,0.3850977286019252,0.9096268194365924,1
252,252,0.8511366715168569,0.6692002629380784,1
253,253,0.3169220051562776,0.8292867993167556,1
254,254,0.1694927466860924,0.8789789002822673,1
255,255,0.5568012624583502,0.5717723520483221,1
256,256,0.936154774160781,0.5174463517550414,0
257,257,0.6960297966749731,0.4304274103209902,1
258,258,0.570061170089365,0.3169465877911193,1
259,259,0.0971764937707685,0.4345959608587118,0
260,260,0.6150072266991697,0.7738796557301564,1
261,261,0.9900538501042634,0.6019234310151317,1
262,262,0.140084015236524,0.8925232899548461,1
263,263,0.5183296523637367,0.4433800143791878,1
264,264,0.8773730719279554,0.6070895787187539,1
265,265,0.7407686177542046,0.6313075530919886,1
266,266,0.6970157409952679,0.5916971623063256,1
267,267,0.7024840839871093,0.7026337730855163,1
268,268,0.3594911512197551,0.2374334683748062,0
269,269,0.2935918442644934,0.5123637775457908,0
270,270,0.8093611554785137,0.1042248028083476,0
271,271,0.8101133946791808,0.3845113276448125,0
272,272,0.8670723185801036,0.4876670686212645,1
273,273,0.9132405525564712,0.6522242595454724,1
274,274,0.5113423988609378,0.9505310525862036,1
275,275,0.5015162946871996,0.6006510665483558,1
276,276,0.7982951789667753,0.7435939161765598,1
277,277,0.6499639307777652,0.5062660594952028,1
278,278,0.7019668772577033,0.6341040313763313,1
279,279,0.7957926694361012,0.0709322161337734,1
280,280,0.8900053418175663,0.254391580841847,1
281,281,0.3379951568515358,0.3618530932051387,0
282,282,0.375582952639944,0.4724933550065136,1
283,283,0.093981939840869,0.0456487455023837,1
284,284,0.578280140996174,0.1400240975533176,0
285,285,0.035942273796742,0.2768143077913057,0
286,286,0.4655980181324601,0.9715326909010504,1
287,287,0.5426446347075766,0.3313470071030507,0
288,288,0.2865412521282844,0.4820410581120826,1
289,289,0.5908332605690108,0.1960977127383929,0
290,290,0.0305002499390494,0.6107800710757684,0
291,291,0.0373481887492144,0.2806832155159742,1
292,292,0.8226005606596583,0.2069925784384268,1
293,293,0.3601906414112629,0.5165726284459791,0
294,294,0.1270605126518847,0.0055057991604208,0
295,295,0.5222432600548044,0.0076640326492253,0
296,296,0.7699935530986108,0.2190688091018577,1
297,297,0.2158210274968431,0.0367213625008211,0
298,298,0.6228904758190003,0.1080257541306914,0
299,299,0.085347464993768,0.3388606493387516,0
300,300,0.0516817211686076,0.802585679579813,1
301,301,0.531354631568148,0.5720486433693008,0
302,302,0.5406351216101065,0.5126677259564163,0
303,303,0.6374299014982066,0.2934888232081217,0
304,304,0.7260913337226614,0.9317537194328164,1
305,305,0.9758520794625346,0.3970150412371917,1
306,306,0.5163003483011953,0.0870927667957715,0
307,307,0.3229564729412459,0.6170665161178014,0
308,308,0.7951861947687037,0.1138383934766014,0
309,309,0.2708322512620742,0.3452231428016921,0
310,310,0.4389714207056361,0.507411938717809,1
311,311,0.0784563813422659,0.8742225246851758,0
312,312,0.0253507434154575,0.4935465803401187,1
313,313,0.9626484146779252,0.7022587660316644,1
314,314,0.8359801205122057,0.9928168389990704,0
315,315,0.6959742060936981,0.1314891198979816,1
316,316,0.4089529444142699,0.2747315255195195,0
317,317,0.1732943200708457,0.3945760755976463,1
318,318,0.156437042671086,0.4218281785388314,0
319,319,0.2502428981645953,0.4110210752655457,0
320,320,0.5492266647061205,0.9076110025565548,1
321,321,0.7145959227000623,0.7140326444668564,0
322,322,0.6601973767177312,0.6079052140907037,1
323,323,0.2799338969459429,0.3093727178627821,0
324,324,0.954865280663194,0.8237903842212948,1
325,325,0.7378969166957684,0.9550605114849888,1
326,326,0.5543540525114007,0.8211982825502264,1
327,327,0.6117207462343522,0.0015651051914729,0
328,328,0.4196000624277899,0.6364013701834069,1
329,329,0.2477309895011574,0.0511353814421006,0
330,330,0.3559726786512616,0.2576072203337218,1
331,331,0.7578461104643691,0.0595247003477716,1
332,332,0.0143934886297558,0.6037954529493879,0
333,333,0.1160726405069162,0.6865899134926068,0
334,334,0.0460026420217527,0.114487638065905,0
335,335,0.0407288023189701,0.3838388830449794,1
336,336,0.8554605840110073,0.4562365089555421,1
337,337,0.7036578593800236,0.3690530217609166,0
338,338,0.4741738290873252,0.121025000485193,0
339,339,0.0978341606510014,0.4189477901874753,1
340,340,0.4916158751168324,0.7511780478084181,1
341,341,0.4734717707805656,0.0710076645332554,1
342,342,0.1732018699100151,0.0801800140819034,0
343,343,0.4338516492379731,0.3547712918359841,0
344,344,0.3985047343973734,0.9417257116189248,1
345,345,0.6158500980522165,0.668572646722914,1
346,346,0.6350936508676438,0.6786699566725648,1
347,347,0.0453040097720445,0.3619199908378649,0
348,348,0.3746126146264712,0.5936607912085384,0
349,349,0.6258599157142364,0.0101311840277434,0
350,350,0.5031362585800877,0.6360960464095421,0
351,351,0.8564898411883223,0.9132869475762366,1
352,352,0.658693631618945,0.6125734683448193,1
353,353,0.1629344270814296,0.873698593466345,0
354,354,0.0705687474004298,0.7239730554660938,0
355,355,0.6424192782063157,0.1205584164036902,0
356,356,0.0265113105416218,0.9024533072858416,1
357,357,0.5857755812734633,0.0664438443557748,0
358,358,0.9402302414249576,0.5339674725477637,1
359,359,0.575474177875879,0.1421371237934576,1
360,360,0.3881699262065218,0.0117066107309041,1
361,361,0.6432882184423532,0.422034260127639,1
362,362,0.4582528904915166,0.2950407076541563,0
363,363,0.5456167893159349,0.486000493797603,1
364,364,0.9414648087765252,0.5771998867345507,1
365,365,0.3861026378007742,0.0437390723089473,0
366,366,0.9611905638239144,0.1230032951237456,1
367,367,0.9053506419560636,0.5586423964504253,1
368,368,0.1957911347892964,0.3431673531726582,1
369,369,0.0693613008751654,0.7291734875494479,1
370,370,0.1007780013774266,0.6522916485919396,1
371,371,0.0182218256515497,0.8456043629899068,1
372,372,0.0944429607559284,0.6924928266692252,1
373,373,0.6830067734163568,0.4299310773901481,1
374,374,0.071188648460229,0.6729666223944324,0
375,375,0.3189756302937613,0.2753811742554186,0
376,376,0.8448753109694546,0.3063134987782127,1
377,377,0.0232719357358258,0.7889851599207933,0
378,378,0.8144684825889357,0.4464195164015822,1
379,379,0.2818547747733999,0.7983803405183525,1
380,380,0.1181648276216562,0.8224223736682783,1
381,381,0.6967371653641506,0.8575623376612839,1
382,382,0.6289428467798839,0.9166352358412074,1
383,383,0.877472013527053,0.4309852205132963,1
384,384,0.7350710438038858,0.3188668183211388,0
385,385,0.8034809303848485,0.5821987465941137,1
386,386,0.2820345725713065,0.3711724234376276,0
387,387,0.1774395437797228,0.601074166800233,1
388,388,0.7506147516408582,0.7055858626438246,1
389,389,0.806834739267264,0.6884050184921369,1
390,390,0.9905051420006732,0.3745528870201213,1
391,391,0.4126176769114265,0.1668602016987528,0
392,392,0.3720180857927831,0.4305293384622076,0
393,393,0.7764129607419968,0.1425941440819088,1
394,394,0.3408035402530178,0.8900970351838083,0
395,395,0.9307573256035648,0.3458774607378574,0
396,396,0.8584127518430118,0.1544597472233238,1
397,397,0.4289940273750183,0.0254477599057508,1
398,398,0.7508710677914973,0.6458223862864843,1
399,399,0.7545428740846825,0.6369023174547431,1
400,400,0.1031238688359326,0.3406041665812916,1
401,401,0.9025529066795666,0.071711888847651,0
402,402,0.5052523724478571,0.4096288948952319,1
403,403,0.8264574661077416,0.3112174950633936,1
404,404,0.3200496010306117,0.6771206397350094,0
405,405,0.8955232284962004,0.6057792494526903,1
406,406,0.3892016787341631,0.36459372819754,0
407,407,0.0108376514802983,0.2178925542549901,0
408,408,0.9053819764192635,0.988035966155592,1
409,409,0.0912866767861335,0.4540016211961148,0
410,410,0.3193136375904148,0.688274235780237,1
411,411,0.9500619670508048,0.1405529675783607,1
412,412,0.950607146937556,0.4855896996593978,1
413,413,0.5734378881232861,0.0275367198694654,0
414,414,0.6318372121697994,0.50545511791045,1
415,415,0.4484455219783197,0.9640174071177025,1
416,416,0.2932107716980646,0.3842067129858002,0
417,417,0.3286645453699159,0.0389960125749116,1
418,418,0.6725184560770384,0.0309557909193435,0
419,419,0.75237452943768,0.3879867599468695,1
420,420,0.7915790437258485,0.160024936463194,1
421,421,0.7896181427945538,0.0233520963281859,0
422,422,0.0912061030486903,0.7562136139501767,0
423,423,0.4944203047025814,0.4585230088818905,0
424,424,0.0575587600166442,0.2892447719726546,0
425,425,0.5495288823237355,0.9000831830164808,1
426,426,0.441530501373377,0.1161389602005256,0
427,427,0.8877041827582999,0.9559188289553192,1
428,428,0.3509150125520787,0.3139667173773528,1
429,429,0.1170670164276058,0.8884036723086811,0
430,430,0.1429916820528358,0.6029428764794614,0
431,431,0.7615106317174722,0.8267073597414875,1
432,432,0.6182180633162611,0.9840131632104644,1
433,433,0.1011226761227902,0.2884054378187457,0
434,434,0.0841068061149974,0.961135485407593,1
435,435,0.70096913145912,0.3894818949024203,1
436,436,0.0727630063641935,0.3855119047369224,0
437,437,0.8218600592903562,0.3403871042545057,0
438,438,0.7062422271564962,0.5414076073475851,0
439,439,0.0813487806418997,0.154145043178487,0
440,440,0.0848377140851919,0.5537114853580112,0
441,441,0.9866395785011752,0.5417048124100041,1
442,442,0.3742707957561203,0.7619018126048699,1
443,443,0.3706421470668909,0.8336499619375854,1
444,444,0.8127995672575025,0.440441350312424,1
445,445,0.9472485773838588,0.3023332493514937,0
446,446,0.9860010638228708,0.2593348973170944,1
447,447,0.7533781852589416,0.1946238367048718,0
448,448,0.3762595855309157,0.0576475821990248,0
449,449,0.0835007166986687,0.3424479788347133,0
450,450,0.7771469159274369,0.2702476921307832,1
451,451,0.558404249735805,0.9664173858664074,1
452,452,0.4242220092469762,0.5577088262500439,0
453,453,0.906354385094736,0.3472770390305075,0
454,454,0.1111974823061513,0.5804676009936959,0
455,455,0.4926251042908591,0.1391967013456955,1
456,456,0.011353644767419,0.4440437492022029,0
457,457,0.4686606419941262,0.6262343214210638,1
458,458,0.0563032756818373,0.4888978317924513,0
459,459,0.1188179162680719,0.4017788006543242,0
460,460,0.1175262467771049,0.9938483888996982,1
461,461,0.6492103021160635,0.8803147621489271,1
462,462,0.7460448792654234,0.6234059581594401,0
463,463,0.5833687650971596,0.5693773611822828,1
464,464,0.9621725484745418,0.620660479824584,1
465,465,0.374870579523704,0.2013121078224332,0
466,466,0.2857120862818608,0.3951377432643186,1
467,467,0.8685991281894603,0.0394595328908993,1
468,468,0.2235958385194526,0.4755460374868266,0
469,469,0.9632225394406112,0.5430245839576632,1
470,470,0.0121544746898163,0.2277497361032096,0
471,471,0.969878826707639,0.9640288471655136,0
472,472,0.0431599119505761,0.909454610937242,1
473,473,0.8911431136980711,0.722143235455906,1
474,474,0.5277011090862999,0.5333866287653626,1
475,475,0.9929647961193004,0.8699691596476851,1
476,476,0.0737965647353988,0.1306523438234629,0
477,477,0.5538542844013208,0.7905097942748849,1
478,478,0.9693025356190988,0.1248208139668483,1
479,479,0.5230978441701488,0.7942106625494055,1
480,480,0.6293986381352625,0.2757675682513569,1
481,481,0.6957486889846172,0.8770905810181888,1
482,482,0.4545410647677732,0.944042093825398,1
483,483,0.6275580800840634,0.1487959694051156,0
484,484,0.5843143119231002,0.4626756050653935,1
485,485,0.9011580104909892,0.980987378162685,1
486,486,0.0454463803414578,0.4834074359731465,1
487,487,0.2809631895922303,0.8635475225145451,1
488,488,0.9504114840765588,0.5887315221313197,1
489,489,0.8902637838909163,0.3753299079196018,1
490,490,0.455656752785713,0.2857835555258702,1
491,491,0.6201325978015368,0.2032230910860872,0
492,492,0.2773811829811327,0.7617981913776971,1
493,493,0.1881211597237613,0.3865405068230277,0
494,494,0.4636984049399821,0.511275462200751,0
495,495,0.3533522280260527,0.4923254800011818,0
496,496,0.5836561118508721,0.5772790292331311,1
497,497,0.0777346369649848,0.8655771456245522,1
498,498,0.9743948076661664,0.9807393435834296,1
499,499,0.9862107444796028,0.407584208573817,1
500,500,0.698161714019745,0.8275189221063031,1
501,501,0.5360963663441204,0.7645277946547177,1
502,502,0.3095276162863277,0.5735289514555734,1
503,503,0.8137950197069487,0.9560471436119332,1
504,504,0.6847311725538793,0.2004745155284027,0
505,505,0.1626169393448913,0.1092642103096214,0
506,506,0.9109271844938424,0.8539619669554221,1
507,507,0.822537242923169,0.4391498166337483,1
508,508,0.949799913291924,0.8469688542070605,1
509,509,0.7257195083883601,0.8930902051954149,0
510,510,0.6134151959357899,0.0624575936190714,1
511,511,0.4182430362906189,0.8834647629860607,1
512,512,0.9327284833540131,0.4483190553694222,1
513,513,0.8660638895004084,0.5104324890042322,1
514,514,0.0452186701061894,0.6265925110932101,0
515,515,0.0263669744972519,0.9263826067300868,1
516,516,0.3764633668780496,0.019116094429764,0
517,517,0.8105533307818329,0.4768434683178171,0
518,518,0.9872761293149444,0.6877220424305607,1
519,519,0.1504168911035281,0.7227069576982285,1
520,520,0.5941307153521351,0.692532431537108,0
521,521,0.3808908566310215,0.1344351294081218,0
522,522,0.9699143978146032,0.2993955883716812,0
523,523,0.8421189231357086,0.3587155254170135,1
524,524,0.838328704711138,0.804437207679505,1
525,525,0.4686931597949702,0.2787598724145529,0
526,526,0.4148195023376651,0.2107049638672031,0
527,527,0.2734070719307062,0.9574480190380964,0
528,528,0.0563754966509271,0.0088632851134688,0
529,529,0.8647223762550532,0.997820855681978,1
530,530,0.8129010091300776,0.6768212988573956,1
531,531,0.9997176732861306,0.8284692994491171,1
532,532,0.9966368370739054,0.2946193963461931,1
533,533,0.5554317056026274,0.0143152776670599,0
534,534,0.7689874151805105,0.73786951856153,1
535,535,0.944765729882428,0.8341445970006759,1
536,536,0.8496473906774115,0.7404761319535191,1
537,537,0.2473481017431976,0.1428502873008386,0
538,538,0.4505441353100934,0.753427922256969,1
539,539,0.1291594151514949,0.768922782107641,1
540,540,0.9540510272587224,0.658540515670055,1
541,541,0.60617463445088,0.7661159327955862,1
542,542,0.2286428055034627,0.8459214396777321,1
543,543,0.6717006844058568,0.6136041142374585,1
544,544,0.6181282404578958,0.0886047139696791,0
545,545,0.3581627180328405,0.4876278096672108,0
546,546,0.113557592199629,0.077649334671605,1
547,547,0.6715731955927997,0.4075430310324309,1
548,548,0.5203077009037933,0.4071064891256277,0
549,549,0.7723183917356393,0.0660098441402415,0
550,550,0.5201635011119934,0.3488205339694793,0
551,551,0.85218150031854,0.1109980987913147,1
552,552,0.5519068387744855,0.8082352100092222,1
553,553,0.5609379715353863,0.9476880259644708,1
554,554,0.8766536026583451,0.0723164752579385,1
555,555,0.403482866212397,0.9551152072917014,1
556,556,0.1340152284506407,0.5225765993367453,0
557,557,0.0287826763133389,0.2995656779538739,0
558,558,0.755137255673619,0.0768620752761635,0
559,559,0.6203095513534647,0.5006242680704178,0
560,560,0.7040797680992236,0.7945155444907488,1
561,561,0.2129641615089107,0.7070864772666983,1
562,562,0.1363714755867697,0.0502260114639737,0
563,563,0.0145446656678819,0.0729018353679035,1
564,564,0.350587558806597,0.4028732826326371,1
565,565,0.5899176868546331,0.2952904940479433,0
566,566,0.3922440450997323,0.2323843230560478,1
567,567,0.437474922023729,0.2810044989087135,1
568,568,0.9041586944937484,0.8034827432968847,1
569,569,0.3482554670233003,0.929228053631854,0
570,570,0.5139894891598108,0.4051026945275663,1
571,571,0.783653012741143,0.9061110021324972,1
572,572,0.3965427823212702,0.3214957012478819,1
573,573,0.6220867002278735,0.4764369863437915,0
574,574,0.8623637087467452,0.2260289978159997,0
575,575,0.949520623657642,0.640476042175844,1
576,576,0.1470734809290379,0.978981115174809,1
577,577,0.9265876251614944,0.6034930960433786,1
578,578,0.4921162930795382,0.3578140841135488,0
579,579,0.2582443882989584,0.6478174459905284,0
580,580,0.4591357562382613,0.1229206784653876,0
581,581,0.980032575285477,0.8886590802653985,1
582,582,0.4926180939928695,0.5030839507798365,0
583,583,0.3287516102875081,0.449349742039642,0
